timestamp,status,cycle_time_ms,output_count,defect_flag
M01,Idle,1863,15,False
M09,Running,1981,8,False
M09,Idle,1521,10,False
M04,Running,2157,14,True
M01,Running,1413,14,False
M03,Running,1242,10,False
M03,Running,1664,2,False
M05,Running,1134,7,False
M05,Running,2222,3,False
M02,Running,1351,11,False
M04,Running,1954,11,False
M09,Running,1659,14,False
M07,Running,2036,4,False
M02,Running,2200,9,False
M06,Running,1543,15,False
M05,Running,2434,4,False
M02,Running,1255,7,False
M02,Running,2291,15,False
M08,Running,1514,12,False
M05,Running,2044,2,False
M03,Running,2339,7,False
M09,Running,1624,8,False
M05,Running,1851,12,False
M03,Running,1962,12,False
M06,Running,1310,11,False
M08,Running,1524,13,False
M05,Running,1676,9,False
M04,Running,978,5,False
M06,Idle,2099,2,False
M04,Idle,1138,10,False
M05,Running,1809,13,False
M07,Running,2296,3,False
M09,Running,2186,15,False
M02,Running,2062,4,False
M01,Running,2238,9,False
M04,Maintenance,2154,15,False
M09,Running,886,10,False
M03,Running,2364,9,False
M03,Running,1073,9,False
M01,Running,1576,3,False
M02,Running,2190,4,False
M02,Running,1789,5,False
M01,Running,1964,7,False
M05,Idle,2116,9,False
M01,Idle,2065,14,False
M06,Running,1742,6,False
M02,Running,2279,3,False
M01,Running,1807,4,False
M09,Idle,1641,2,False
M01,Running,2144,5,False
M07,Running,1546,7,False
M09,Idle,1022,8,False
M08,Running,1524,12,False
M06,Idle,2252,4,False
M05,Running,1608,7,False
M01,Running,1207,8,False
M05,Running,1801,9,False
M03,Running,2365,13,False
M09,Running,2319,14,False
M03,Running,1020,13,True
M03,Running,827,13,False
M01,Running,1500,7,False
M01,Running,1392,5,False
M07,Running,1112,12,False
M04,Running,1035,14,False
M04,Running,1678,4,False
M02,Running,1828,10,False
M10,Running,1104,4,False
M07,Running,1193,15,False
M01,Running,986,14,False
M07,Running,2233,11,False
M04,Running,1781,1,False
M01,Running,1351,6,False
M06,Running,1305,6,False
M03,Running,906,11,False
M04,Running,1373,15,False
M07,Running,1806,6,False
M02,Running,827,11,False
M03,Running,2318,13,False
M10,Running,1561,4,False
M04,Running,978,15,False
M10,Running,2001,15,False
M04,Running,1712,15,False
M09,Running,1417,12,False
M04,Running,1114,1,False
M07,Running,1317,15,False
M09,Maintenance,1549,8,False
M02,Idle,938,8,False
M09,Running,1141,10,False
M03,Running,1959,1,False
M04,Running,1614,8,False
M09,Maintenance,1138,8,False
M07,Running,1599,7,False
M04,Running,1127,10,False
M01,Idle,2419,9,False
M09,Running,1251,5,False
M09,Running,1258,1,False
M05,Running,1103,15,False
M03,Running,2419,1,False
M04,Maintenance,1230,9,False
M06,Running,1555,6,False
M09,Running,1073,7,False
M05,Running,917,11,False
M06,Running,1372,3,False
M01,Running,2393,13,False
M07,Idle,1327,14,False
M10,Running,2472,8,False
M05,Running,2089,13,False
M07,Running,1274,12,False
M06,Running,1781,2,False
M08,Running,1160,4,False
M03,Running,843,5,False
M03,Idle,2207,10,False
M03,Running,1302,8,False
M07,Running,1878,3,False
M01,Running,1573,7,True
M01,Running,2119,15,True
M04,Running,1348,3,False
M10,Running,819,13,False
M06,Idle,974,4,False
M10,Idle,2470,3,False
M08,Running,914,9,False
M09,Running,2489,1,False
M05,Running,1650,3,True
M04,Running,1674,7,False
M05,Running,2201,7,False
M02,Running,1025,4,False
M05,Running,2060,6,False
M02,Idle,2038,3,False
M09,Running,1171,11,False
M05,Running,1387,6,False
M05,Idle,2155,6,False
M02,Running,1104,13,False
M06,Running,1714,12,False
M08,Idle,1031,10,False
M05,Running,1461,3,False
M07,Running,1812,7,False
M07,Running,2103,6,False
M04,Running,1925,8,False
M08,Running,2482,4,False
M10,Running,1879,10,False
M04,Running,1281,6,True
M01,Running,1770,3,False
M01,Idle,1539,14,False
M03,Running,1095,14,False
M07,Running,2495,4,False
M03,Running,2224,12,False
M01,Running,1669,6,False
M02,Running,951,8,False
M03,Running,1548,3,False
M02,Running,2466,7,False
M03,Running,1086,12,False
M05,Running,2279,6,False
M01,Running,1119,1,False
M01,Running,1155,9,False
M07,Idle,2192,15,False
M05,Idle,1827,5,False
M07,Idle,1356,2,False
M03,Running,1620,10,False
M07,Running,2327,9,False
M02,Idle,1759,8,False
M07,Idle,1137,1,False
M07,Running,1022,2,False
M10,Running,1487,1,False
M03,Running,933,4,False
M05,Running,1213,11,False
M04,Running,1967,10,True
M08,Running,1444,2,False
M01,Maintenance,2339,5,False
M09,Running,2339,7,False
M03,Running,999,6,False
M09,Running,2453,13,False
M10,Running,1776,10,False
M01,Running,1110,11,False
M02,Maintenance,1274,15,False
M03,Running,1129,9,False
M10,Running,2374,6,False
M03,Running,1537,10,False
M07,Running,2259,13,False
M04,Running,2050,10,False
M03,Running,1818,2,False
M03,Running,1433,9,False
M02,Running,1731,6,False
M05,Running,1373,10,False
M02,Running,2255,13,False
M08,Maintenance,2362,15,False
M03,Idle,1964,8,True
M05,Running,2069,15,False
M08,Running,2079,6,False
M07,Running,1338,15,False
M01,Running,2118,1,False
M04,Running,1948,1,False
M02,Running,1124,10,False
M02,Running,1746,11,False
M08,Running,1895,15,False
M02,Running,2298,2,False
M07,Running,1208,7,False
M06,Running,2037,8,False
M08,Running,1730,1,False
M08,Running,1237,6,False
M10,Running,927,15,False
M07,Maintenance,1237,1,False
M01,Maintenance,2200,7,False
M03,Running,941,5,False
M05,Idle,1724,14,False
M04,Running,1331,3,False
M02,Idle,1677,6,False
M05,Running,1515,7,False
M09,Running,1129,12,False
M10,Running,820,9,False
M10,Running,2280,11,False
M03,Running,2486,12,False
M06,Running,1739,15,False
M06,Running,2180,7,False
M01,Maintenance,1057,11,False
M10,Running,1247,12,False
M07,Running,2385,3,False
M04,Running,1191,11,False
M01,Running,1545,1,False
M05,Running,1055,12,False
M08,Running,1520,6,False
M07,Running,2366,6,False
M03,Running,1564,3,False
M03,Running,1581,5,False
M07,Running,2237,10,False
M02,Maintenance,2450,14,False
M01,Running,1642,2,False
M10,Idle,1004,11,False
M10,Idle,2167,5,False
M04,Running,1731,9,False
M04,Idle,1054,6,False
M08,Running,2480,11,False
M07,Running,1567,13,False
M05,Running,2148,5,False
M07,Running,808,15,False
M01,Running,1114,13,False
M09,Idle,2028,6,False
M10,Maintenance,1295,9,False
M04,Running,1605,14,False
M10,Running,2103,7,False
M03,Running,1451,9,False
M04,Running,2440,3,False
M10,Running,2360,11,False
M09,Running,1460,4,False
M01,Running,2087,13,False
M01,Running,1913,15,False
M10,Running,2320,12,False
M08,Running,2392,6,False
M04,Running,1896,14,False
M07,Running,2150,1,False
M03,Running,2107,10,False
M02,Running,2020,2,False
M05,Running,1169,2,False
M06,Idle,1225,7,False
M01,Running,1796,11,False
M07,Running,1442,11,False
M03,Running,820,15,False
M10,Running,864,2,False
M06,Running,2057,10,False
M03,Running,1321,15,False
M10,Running,847,9,False
M03,Running,1547,2,False
M01,Running,1250,2,False
M03,Running,1786,4,False
M06,Running,2135,5,False
M08,Running,1619,15,False
M03,Running,2269,5,False
M02,Running,2369,10,False
M04,Maintenance,1799,7,False
M07,Running,1356,14,False
M02,Running,1679,4,False
M06,Idle,2478,2,False
M01,Maintenance,1318,10,False
M10,Idle,2121,9,False
M01,Running,2456,6,False
M03,Running,948,4,False
M06,Running,1443,2,True
M01,Running,1237,8,False
M06,Idle,1950,2,False
M10,Running,1245,2,False
M10,Idle,2453,14,False
M10,Idle,1663,11,False
M06,Idle,1205,4,True
M08,Running,1362,7,False
M08,Running,1469,10,False
M10,Running,836,11,False
M10,Maintenance,1745,5,False
M07,Running,1892,15,False
M06,Running,942,8,False
M07,Running,1362,6,False
M07,Running,2386,6,False
M01,Running,2226,8,False
M02,Idle,2065,2,True
M01,Idle,1084,2,False
M07,Running,980,4,False
M06,Idle,1900,1,False
M01,Running,2407,1,False
M05,Running,1474,12,False
M07,Running,1148,15,False
M08,Running,1453,14,False
M10,Idle,1646,11,False
M02,Running,1292,10,False
M08,Maintenance,1459,13,False
M04,Running,2369,5,False
M06,Running,1296,11,False
M04,Running,953,8,False
M01,Running,1758,14,False
M08,Running,1227,14,False
M09,Running,1441,13,False
M08,Running,1833,2,False
M04,Idle,1589,8,False
M09,Running,1619,4,False
M07,Running,1429,14,False
M02,Running,1019,12,False
M01,Idle,1183,5,True
M09,Running,1343,2,False
M02,Running,1234,3,False
M07,Running,908,8,False
M02,Running,1583,12,False
M04,Running,1624,3,False
M09,Running,1862,7,False
M01,Running,1027,4,False
M01,Running,1288,2,False
M05,Running,2070,12,False
M07,Running,1250,12,False
M05,Running,1150,13,False
M05,Running,1389,12,True
M03,Running,2234,10,False
M05,Idle,2208,4,False
M02,Running,1480,15,False
M01,Running,1676,6,True
M05,Idle,1149,11,False
M01,Running,1770,10,True
M04,Running,892,14,True
M05,Idle,1875,9,False
M03,Running,1004,5,False
M06,Running,2304,6,False
M05,Running,1319,6,False
M06,Running,1483,15,False
M10,Running,1352,11,False
M01,Running,1640,14,False
M03,Running,863,4,False
M07,Running,2324,2,False
M07,Running,1360,15,False
M09,Idle,1720,15,False
M05,Idle,1514,15,False
M10,Running,1365,5,False
M10,Running,1503,14,False
M07,Running,1960,13,False
M05,Running,817,8,False
M03,Running,1107,9,False
M10,Running,1133,5,False
M02,Running,831,8,True
M05,Idle,1052,1,False
M01,Running,2152,14,True
M05,Running,1380,13,False
M09,Running,976,12,False
M04,Running,965,5,False
M08,Idle,1309,13,False
M07,Running,1000,15,False
M05,Running,1154,10,False
M06,Idle,1085,11,False
M05,Running,1935,4,False
M02,Running,2086,8,False
M07,Running,1694,2,False
M08,Running,1831,15,False
M06,Running,1675,8,False
M07,Running,1944,1,False
M07,Running,1087,10,False
M04,Running,1564,3,False
M10,Idle,909,13,False
M03,Running,812,8,False
M09,Running,911,2,False
M02,Running,999,14,False
M08,Running,924,2,False
M09,Running,908,12,False
M03,Running,1814,3,False
M03,Running,1436,12,False
M01,Idle,2077,12,False
M02,Running,2036,15,False
M02,Running,1012,8,True
M09,Running,913,15,False
M07,Running,1176,14,False
M09,Running,2054,11,False
M10,Running,1099,11,True
M03,Idle,2146,4,False
M09,Running,1783,5,False
M02,Maintenance,1809,6,False
M07,Running,2438,2,False
M07,Running,1380,8,False
M07,Running,1420,1,False
M10,Running,1526,3,False
M08,Running,1124,6,False
M09,Running,2246,9,False
M02,Running,1110,6,False
M10,Running,2264,14,False
M05,Running,2148,5,False
M02,Idle,2121,8,False
M08,Running,1169,10,False
M09,Running,1876,5,False
M06,Running,1989,6,False
M07,Running,860,14,False
M04,Running,1017,8,False
M08,Running,1274,13,False
M04,Running,1156,12,False
M07,Idle,926,10,False
M01,Idle,949,8,False
M10,Running,860,15,False
M02,Running,1573,3,False
M10,Running,1200,5,False
M05,Running,2319,3,False
M09,Idle,1193,2,False
M02,Running,2458,3,False
M06,Running,1963,9,False
M06,Running,2294,15,False
M09,Running,1224,10,False
M09,Running,2066,15,False
M03,Idle,1698,7,False
M02,Running,1060,13,False
M02,Running,1272,1,False
M06,Running,2482,5,False
M05,Running,1532,2,False
M03,Maintenance,953,9,False
M09,Idle,1824,5,False
M01,Running,1027,10,False
M05,Running,866,6,False
M04,Running,2366,1,False
M09,Idle,1475,15,False
M01,Running,949,13,False
M10,Running,2367,13,True
M02,Idle,2025,12,False
M02,Idle,1780,3,False
M01,Running,1817,9,False
M06,Running,1421,13,False
M04,Running,913,1,False
M04,Running,1576,11,False
M01,Running,906,7,False
M03,Running,1674,9,False
M08,Running,2060,15,False
M04,Running,918,4,False
M10,Running,1645,12,False
M09,Running,2442,1,False
M04,Idle,956,1,False
M03,Running,1443,6,False
M04,Maintenance,1065,10,False
M02,Running,956,5,False
M04,Running,2305,14,False
M04,Running,1419,6,False
M05,Idle,1300,9,False
M06,Running,1831,2,False
M07,Running,2073,8,False
M04,Idle,1866,4,False
M09,Running,1562,12,False
M03,Running,1281,12,False
M08,Maintenance,843,8,False
M05,Running,1586,5,False
M02,Running,2048,7,False
M07,Running,890,4,False
M03,Running,1890,1,False
M01,Running,1512,15,True
M10,Running,1488,15,False
M05,Idle,2010,4,False
M06,Running,2072,7,False
M01,Idle,1933,7,False
M05,Idle,1895,8,False
M10,Running,1332,3,False
M08,Running,1287,3,False
M05,Running,1361,2,False
M09,Running,1969,7,True
M05,Running,2150,5,False
M10,Running,1428,10,False
M05,Idle,1708,8,True
M01,Running,1534,8,False
M09,Running,919,10,False
M05,Idle,1929,6,False
M08,Running,2368,13,False
M08,Running,2090,3,False
M10,Running,1276,2,False
M03,Running,1701,10,False
M09,Running,924,12,False
M05,Running,1523,9,False
M10,Running,1023,2,False
M02,Running,1285,4,False
M06,Idle,2194,7,False
M07,Idle,1093,1,False
M06,Running,1635,15,False
M08,Idle,1402,10,True
M06,Running,1107,15,False
M02,Running,2454,6,False
M09,Running,2259,6,False
M07,Idle,866,11,False
M07,Running,2129,2,False
M04,Running,1976,11,False
M07,Running,1048,14,False
M01,Running,2150,9,False
M06,Running,1978,5,False
M06,Running,2372,6,False
M06,Running,1036,12,False
M07,Running,1520,9,False
M06,Running,2039,4,False
M07,Running,2495,14,False
M09,Running,1634,11,False
M03,Running,2429,5,False
M02,Running,1662,9,False
M10,Running,2382,4,False
M08,Running,1047,7,False
M09,Running,1762,12,False
M01,Idle,849,12,False
M02,Running,1884,15,False
M07,Running,1623,12,False
M05,Running,2489,15,False
M10,Running,2279,1,False
M06,Idle,1637,11,False
M07,Running,1777,12,False
M03,Running,2007,15,False
M09,Running,815,10,False
M08,Running,1698,3,False
M10,Running,2383,2,False
M08,Running,1955,9,False
M10,Running,1673,5,False
M06,Running,1093,1,False
M04,Running,1369,10,False
M06,Running,1383,3,False
M05,Running,1258,15,False
M05,Maintenance,2343,2,False
M05,Running,1223,9,False
M03,Running,881,15,False
M04,Running,2484,1,False
M05,Idle,1969,7,False
M09,Running,1729,5,False
M02,Running,1685,8,False
M03,Maintenance,2298,11,False
M06,Idle,2324,13,False
M02,Running,1838,6,False
M09,Running,951,12,False
M01,Running,2244,13,False
M04,Idle,2153,14,False
M01,Idle,2084,1,False
M10,Running,1250,11,False
M08,Running,2466,3,False
M05,Running,2100,15,False
M09,Idle,2334,4,True
M02,Running,2051,4,False
M01,Running,1338,10,False
M10,Running,1514,8,False
M03,Idle,1274,15,False
M08,Running,2090,7,False
M09,Running,997,4,False
M05,Running,1715,6,False
M07,Running,1751,6,False
M06,Running,2243,3,False
M08,Idle,1801,10,False
M04,Running,1348,9,False
M07,Running,2380,6,False
M06,Running,2456,8,False
M05,Idle,1349,8,False
M06,Running,893,5,False
M04,Running,1141,9,False
M02,Idle,2056,10,False
M10,Running,2279,1,False
M02,Running,1482,15,False
M09,Running,900,9,False
M09,Running,1121,14,False
M04,Running,1130,15,False
M07,Running,2301,4,False
M01,Idle,2346,9,False
M07,Running,886,3,False
M01,Running,2381,12,False
M05,Running,2465,13,False
M07,Running,2316,15,False
M02,Running,1833,12,False
M07,Running,2320,14,False
M03,Running,2004,13,False
M10,Idle,2407,6,False
M01,Running,1739,4,False
M10,Running,1396,7,False
M07,Running,1789,5,False
M09,Running,1583,1,False
M07,Maintenance,2362,9,False
M08,Running,850,7,False
M08,Running,1953,2,False
M06,Running,2090,2,False
M03,Running,1803,10,False
M03,Running,1769,9,False
M10,Running,920,13,False
M07,Running,1491,14,False
M06,Running,2026,7,False
M05,Running,2346,9,False
M09,Running,2135,4,False
M08,Running,2314,12,False
M02,Running,958,7,False
M01,Running,2332,2,False
M08,Idle,1032,1,False
M08,Running,2444,9,False
M09,Running,818,5,False
M05,Running,2185,5,False
M10,Idle,1954,11,False
M05,Running,1218,13,False
M06,Running,1314,8,False
M06,Idle,2274,14,False
M03,Running,2498,8,True
M07,Running,1763,2,False
M01,Running,1184,4,False
M09,Running,993,1,False
M10,Running,1517,11,False
M04,Running,828,15,False
M05,Idle,1672,10,False
M06,Running,1625,15,False
M09,Running,1214,2,False
M02,Running,1373,3,False
M02,Running,1869,10,False
M07,Running,2381,14,False
M05,Maintenance,2309,14,False
M08,Running,805,13,False
M04,Running,2445,10,False
M03,Running,800,6,False
M01,Running,2453,8,False
M08,Running,1824,13,False
M09,Running,2384,7,False
M06,Running,1869,6,False
M10,Idle,1140,11,False
M03,Idle,1947,8,False
M05,Running,1942,15,False
M06,Running,1548,14,False
M06,Running,1237,10,False
M04,Running,1166,15,False
M01,Running,1539,9,False
M10,Running,992,15,False
M05,Running,826,10,False
M05,Running,1615,1,False
M05,Running,917,10,False
M08,Maintenance,2094,8,False
M08,Running,2126,13,False
M02,Running,859,10,False
M03,Running,1162,14,False
M02,Running,1044,1,False
M01,Running,1914,5,False
M04,Running,2310,1,False
M06,Idle,1146,15,False
M06,Running,2160,7,False
M01,Running,2489,13,False
M05,Running,1708,1,False
M04,Running,1638,3,False
M01,Running,1948,6,False
M08,Running,2226,2,False
M08,Running,985,3,False
M03,Running,2083,1,False
M01,Running,1567,8,False
M04,Running,2194,11,False
M04,Running,2311,3,False
M07,Running,1164,5,False
M06,Running,1185,5,False
M03,Maintenance,1331,12,False
M02,Running,1985,6,False
M09,Running,2092,11,False
M01,Idle,1998,7,False
M10,Running,2238,7,False
M05,Running,2232,9,False
M05,Running,2383,4,False
M08,Running,1036,9,False
M03,Running,1756,10,False
M10,Running,2005,15,True
M02,Running,816,3,False
M06,Running,1005,3,False
M05,Running,1919,3,False
M08,Idle,1734,10,False
M07,Running,1769,14,False
M06,Running,1788,11,False
M01,Maintenance,1279,13,False
M09,Running,1672,13,False
M10,Running,858,3,False
M05,Idle,2228,9,False
M10,Running,1066,11,False
M01,Maintenance,1433,13,False
M06,Running,1138,8,True
M03,Running,1152,5,False
M03,Running,1216,7,False
M04,Running,1937,14,False
M01,Running,1505,2,False
M07,Running,1767,11,False
M08,Running,2362,15,False
M03,Running,1073,7,False
M05,Idle,2295,14,False
M07,Running,1510,8,False
M10,Running,2046,3,False
M06,Running,1826,14,True
M10,Running,958,11,False
M08,Running,1232,5,False
M06,Running,1168,7,False
M05,Running,2481,8,True
M07,Running,1615,11,False
M02,Running,969,6,False
M02,Running,1628,13,False
M03,Running,1976,9,False
M08,Running,2139,11,False
M01,Running,1329,12,False
M10,Idle,1722,9,False
M08,Running,1895,6,False
M03,Maintenance,1888,13,False
M02,Running,1490,15,False
M05,Running,2464,10,False
M08,Running,1751,5,True
M08,Running,902,15,False
M06,Running,1491,11,False
M01,Running,1166,5,False
M01,Running,1409,11,True
M02,Running,874,9,False
M04,Running,1895,2,False
M03,Running,1682,15,False
M08,Running,1299,15,False
M09,Running,883,2,False
M01,Running,2282,11,False
M02,Running,2285,2,False
M05,Running,845,3,False
M05,Running,2321,15,False
M07,Maintenance,2425,4,False
M05,Running,1904,14,False
M01,Running,1768,4,False
M07,Running,2210,13,False
M09,Running,2038,7,False
M05,Running,1633,4,True
M07,Running,1362,5,False
M06,Running,1260,1,False
M04,Running,1389,12,False
M08,Running,2100,10,False
M07,Running,1942,1,False
M06,Running,1710,3,False
M08,Running,2228,3,False
M05,Running,2153,14,False
M02,Running,1949,6,False
M09,Running,1397,13,False
M08,Running,2079,10,False
M06,Running,1650,13,True
M05,Running,1805,4,False
M09,Running,2043,14,False
M07,Running,1026,10,False
M03,Running,2304,7,False
M06,Running,1656,15,False
M06,Running,2090,2,False
M06,Running,1890,7,False
M07,Running,1750,5,False
M08,Running,1163,7,False
M09,Idle,2362,8,False
M02,Running,2137,7,False
M07,Running,859,10,False
M10,Running,964,10,False
M07,Idle,1465,10,False
M10,Running,2201,2,False
M01,Running,2417,11,False
M09,Idle,1130,8,False
M04,Running,2259,15,False
M03,Running,863,4,False
M08,Running,2035,8,False
M03,Maintenance,1824,11,False
M10,Idle,1126,4,False
M02,Running,866,11,False
M09,Maintenance,1589,2,False
M05,Idle,1900,2,False
M10,Running,1893,12,True
M08,Idle,922,5,False
M01,Running,2267,15,False
M08,Running,1054,2,False
M05,Running,1987,13,False
M03,Running,2144,6,False
M04,Running,1230,5,False
M02,Running,2252,8,False
M05,Running,2211,8,False
M08,Running,1963,5,False
M03,Running,1390,1,False
M06,Running,2261,5,False
M03,Running,1424,8,False
M05,Running,2449,12,False
M10,Running,1586,5,False
M01,Idle,1994,5,False
M01,Running,2276,9,False
M09,Running,2066,15,False
M06,Running,2002,14,False
M09,Running,1793,11,False
M09,Running,1791,15,False
M02,Running,1433,4,False
M05,Running,2292,13,False
M04,Running,1740,10,False
M01,Idle,2477,13,False
M04,Running,1544,11,True
M02,Maintenance,1839,2,False
M09,Idle,1901,14,False
M01,Running,1870,4,False
M03,Running,2132,14,False
M08,Running,2047,5,False
M02,Running,2301,14,False
M03,Running,924,4,False
M10,Running,1777,8,False
M01,Running,2098,2,False
M02,Running,1774,4,False
M10,Running,1797,5,False
M10,Running,1028,12,False
M04,Running,2100,10,False
M01,Running,1633,10,False
M03,Running,1789,9,False
M05,Running,1889,4,False
M09,Running,2081,8,False
M03,Running,1453,15,False
M08,Running,1166,2,False
M05,Running,1707,6,False
M09,Idle,1196,13,False
M04,Running,1827,5,False
M09,Running,2202,5,False
M04,Running,1116,6,False
M07,Running,1123,10,False
M06,Maintenance,1770,11,False
M07,Running,1351,4,False
M08,Idle,1421,6,False
M06,Running,2498,12,False
M05,Running,1605,13,False
M07,Running,1637,6,False
M03,Maintenance,2370,5,True
M04,Running,2267,5,False
M06,Running,1675,13,False
M09,Running,1208,13,False
M09,Running,1361,2,False
M03,Running,1782,12,False
M01,Running,1598,12,False
M08,Running,2042,10,False
M02,Running,1501,5,False
M08,Idle,1027,8,False
M02,Running,2387,12,False
M03,Idle,2007,5,False
M09,Running,1302,6,False
M05,Running,2473,5,False
M03,Running,939,14,False
M06,Maintenance,1539,15,False
M04,Running,1759,4,False
M06,Running,2241,5,False
M01,Running,2115,7,False
M08,Running,1882,1,False
M09,Running,1958,7,False
M09,Idle,1469,13,False
M05,Running,2099,2,False
M10,Running,1943,13,False
M03,Running,979,10,False
M10,Running,1190,13,False
M07,Idle,1753,8,False
M03,Running,949,3,False
M06,Running,2399,12,False
M07,Idle,1622,10,False
M10,Idle,838,1,False
M07,Running,1256,10,False
M06,Running,2138,11,False
M10,Idle,2264,14,False
M04,Running,1222,5,False
M01,Running,880,13,False
M06,Maintenance,1470,14,False
M04,Running,1213,5,False
M05,Running,1244,13,False
M03,Idle,1700,2,False
M07,Running,2323,14,False
M07,Running,1698,7,False
M07,Running,1055,2,False
M09,Idle,2283,9,False
M04,Running,1801,12,False
M06,Running,1230,2,False
M06,Running,1841,2,False
M01,Running,2445,7,False
M02,Running,1434,14,False
M05,Running,2236,2,False
M07,Idle,832,5,False
M06,Running,1309,3,False
M03,Running,1087,12,False
M01,Running,2443,4,False
M05,Running,1649,14,False
M03,Running,1862,3,False
M03,Running,1024,13,False
M08,Running,1626,11,False
M05,Running,858,13,True
M01,Idle,870,12,False
M07,Running,1572,13,False
M09,Running,1005,1,False
M04,Running,935,2,False
M08,Maintenance,1899,8,False
M10,Idle,801,5,False
M05,Running,2144,9,False
M10,Running,997,8,False
M10,Running,1249,9,False
M03,Running,968,12,False
